residence_name,website_url,associated_brand,brief_subtitle,brief_description,budget_start_range,budget_end_range,city,country,address
Six Senses Residences,https://www.sixsenses.com/en/residences/crans-montana/,Six Senses,Indulge in breathtaking alpine views and luxurious wellness amenities at every turn.,"Set against breathtaking Alpine vistas, these residences offer unparalleled access to world-class wellness amenities and ski-in/ski-out convenience.",2500000,10000000,Sierre,Switzerland,"Sierre, Switzerland: Route des Moulins 8, 3960 Sierre, Switzerland."
"Six Senses Residences, Kaplankaya",https://www.sixsenses.com/en/residences/kaplankaya/,Six Senses,A serene haven blending contemporary luxury with breathtaking Aegean sea panoramas.,"Set against the stunning backdrop of the Aegean Sea, this residence boasts unparalleled panoramic views and exclusive access to private beach coves.",3000000,7000000,Milas,Turkey,
"Six Senses Residences, The Forestias",https://www.sixsenses.com/en/residences/the-forestias/,Six Senses,Immerse yourself in eco-luxury amidst lush forest landscapes and innovative design.,"The Forestias offers a harmonious blend of lush greenery and stunning lake views, promoting wellness through nature-inspired living spaces.",33000000,100000000,Bang Phli,Thailand,"Bang Phli, Thailand."
Six Senses Residences,https://www.sixsenses.com/en/residences/con-dao/,Six Senses,"Bask in luxurious villas surrounded by pristine beaches and lush, untouched nature.","Set against a backdrop of stunning ocean views and lush mountains, these residences offer unparalleled privacy and luxurious eco-friendly amenities.",25000000000,4500000,Con Dao,Vietnam,"Six Senses Residences Con Dao, Con Dao, Vietnam."
"Six Senses Residences, The Palm",https://www.sixsenses.com/en/residences/the-palm-dubai/,Six Senses,Immerse yourself in serene beachfront living with breathtaking Gulf views and eco-luxury design.,"Overlooking the iconic Palm Jumeirah, this luxurious residence boasts stunning sea views, private beach access, and wellness-focused amenities.",12000000,200000000,Dubai,UAE,
"Six Senses Residences, Grand Bahama",https://www.sixsenses.com/en/residences/grand-bahama/,Six Senses,Indulge in unparalleled oceanfront luxury with private beaches and lush tropical serenity.,"Overlooking pristine beaches, these luxurious residences feature private infinity pools and direct access to a vibrant coral reef.",2500000,12000000,Freeport,Bahamas,
Six Senses Residences,https://www.sixsenses.com/en/residences/london/,Six Senses,Indulge in luxurious living with breathtaking views of the Thames River.,"Offering breathtaking views of the Thames and unparalleled wellness amenities, this residence redefines luxury living in London.",4500000,50000000,London,UK,"Six Senses Residences London, 18-19 Broome Street, London, W1S 3HX, United Kingdom."
Sofitel Residences,https://accor-residences.com/property/sofitel-residences-baru/,Sofitel,A serene paradise blending lush tropical beauty with ultra-luxurious beachfront living.,"Overlooking pristine beaches and lush landscapes, these residences boast private infinity pools and direct access to untouched nature.",500000000,500000,Cartagena,Colombia,"Calle 1, Isla Barú, Barú, Cartagena, Colombia"
Soneva Fushi Private Residences,https://soneva.com/explore/soneva-villa-ownership/private-residences/,Soneva,Immerse in unparalleled luxury with eco-friendly villas featuring personal marine sanctuaries.,"Set amidst pristine beaches and lush greenery, these exclusive residences boast breathtaking ocean views and unparalleled privacy.",11500000,7500000,Baa Atoll,Maldives,"Baa Atoll, Maldives."
Soneva Jani Private Residences,https://soneva.com/explore/soneva-villa-ownership/private-residences/,Soneva,Discover unparalleled luxury with stunning overwater villas featuring private infinity pools and slides.,"These stunning private residences boast unparalleled lagoon views, infinity pools, and direct access to pristine, unspoiled beaches.",11000000,11000000,Noonu Atoll,Maldives,"Noonu Atoll, Maldives."
The Residences at The St. Regi,https://www.theresidenceclub.com/st-regis-aspen-residence-club.html,St. Regis,Indulge in unrivaled alpine luxury with private ski-in/ski-out access.,"Offering breathtaking panoramic mountain views and direct access to world-class skiing, this residence features luxurious amenities and personalized services.",3500000,7200000,Aspen,United States,"315 E Dean St, Aspen, CO 81611, USA."
The Residences at The St. Regis Bahia Mar,https://relatedgroup.com/properties/the-st-regis-residences-bahia-mar/,St. Regis,Indulge in unparalleled luxury with breathtaking oceanfront views and bespoke amenities.,"Offering breathtaking ocean views and direct beach access, this residence features luxurious amenities and unparalleled privacy in a prime location.",1800000,3200000,Fort Lauderdale,United States,"2500 E Las Olas Blvd, Fort Lauderdale, FL 33301, United States."
The St. Regis Residences,https://srresidenceshouston.com/,St. Regis,Indulge in luxurious living with stunning skyline views and unparalleled amenities.,"Offering breathtaking skyline views and unparalleled access to Houston's vibrant arts district, this residence features luxurious amenities and bespoke services.",.1500000.,5000000,Houston,United States,"1919 Briar Oaks Lane, Houston, TX 77027, USA."
"The St. Regis Residences, Casares",https://srrcostadelsol.com/,St. Regis,Embrace unparalleled Mediterranean luxury with private beach access and world-class golf.,"Offering breathtaking Mediterranean views and private access to a pristine beach, this residence redefines luxury living on the Costa del Sol.",600000,.2900000.,Costa del Sol,Spain,"Costa del Sol, Spain."
The Residences at The St. Regis Kanai Resort,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,St. Regis,Discover oceanfront luxury with breathtaking views and exclusive private beach access.,"Overlooking the stunning Caribbean coastline, these residences boast expansive terraces, private plunge pools, and unparalleled access to pristine beaches.",1200000,2000000,Playa del Carmen,Mexico,"Playa del Carmen, Mexico."
The Residences at The St. Regis Turks & Caicos Resort,https://srresidencestci.com/,St. Regis,Indulge in luxurious beachfront living with breathtaking ocean views and exquisite amenities.,"Offering breathtaking ocean views and private access to pristine beaches, this residence features luxurious amenities and unparalleled exclusivity.",2500000,19000000,Providenciales,Turks and Caicos Islands,"1 W Grace Bay Rd, Providenciales, Turks and Caicos Islands."
The Residences at The St. Regis,https://www.srresidencescairo.com/,St. Regis,Elevate your lifestyle with opulent riverfront living and breathtaking Nile views.,"Offering breathtaking Nile views, this luxurious residence features bespoke interiors, world-class amenities, and unparalleled access to cultural landmarks.",10000000,.20000000.,Cairo,Egypt,"1191 Nile Corniche, Garden City, Cairo, Egypt."
The Residences at The St. Regis Costa Mujeres Resort,https://srrcostamujeres.com/en/,St. Regis,Discover unparalleled luxury with breathtaking ocean views and exclusive private beach access.,"Overlooking the Caribbean Sea, these luxurious residences feature expansive terraces, private plunge pools, and unparalleled access to pristine beaches.",500000,10000,Costa Mujeres,Mexico,"Costa Mujeres, Mexico."
"No. 1 Palace Street, The St. Regis Residences",https://numberonepalacestreet.com/,St. Regis,Elevate your lifestyle in a historic landmark with stunning panoramic views.,"Offering breathtaking views of Buckingham Palace and exquisite interiors, this residence features unparalleled luxury and exclusive amenities.",20000000,.1.22000000.,London,UK,"London, SW1E 5BX, UK."
The St. Regis Residences,https://www.srresidencessunnyislesbeach.com/,St. Regis,"Rising above pristine shores, this architectural masterpiece redefines oceanfront luxury living.","These luxurious residences boast stunning ocean views, private beach access, and unparalleled amenities, redefining coastal living in style.",2000000,40000000,Sunny Isles Beach,United States,"Sunny Isles Beach, FL 33160, United States."
The St. Regis Residences,https://miamisrr.com/,St. Regis,Elevate your lifestyle with unparalleled ocean views and bespoke luxury living spaces.,"Offering sweeping waterfront views and private yacht access, this residence redefines luxury living with unparalleled amenities and exquisite design.",2300000,10000000,Miami,United States,"Miami  
Reverend Dr. Martin Luther King Jr. Blvd, Miami, FL 33137, USA"
The Residences at The St. Regis,https://srresidenceschicago.com/,St. Regis,Elevate your lifestyle with breathtaking skyline views and unparalleled luxury amenities.,"Offering breathtaking skyline views and unparalleled access to luxury amenities, this residence redefines urban living with sophistication and style.",1700000,.10000000.,Chicago,United States,"Chicago  
181 W. Adams Street  
Chicago, IL 60603  
USA"
The Residences at The St. Regis,https://srresidencesloscabos.com/,St. Regis,"Where desert meets sea, luxurious beachfront villas redefine coastal elegance and serenity.","Offering breathtaking ocean views and unparalleled access to pristine beaches, this residence boasts exclusive amenities and luxurious design.",1800000,17000000,Los Cabos,Mexico,"Los Cabos, Mexico  
Paseo de los Cabos, San José del Cabo, B.C.S., 23400, Mexico"
The Residences at The St. Regis Al Mouj Muscat Resort,https://srresidencesalmouj.com/,St. Regis,Indulge in unparalleled luxury with breathtaking ocean views and exquisite private amenities.,"Overlooking the azure Gulf, this luxurious residence features private beach access and bespoke amenities, ensuring an unparalleled coastal lifestyle.",600000,6000000,Muscat,Oman,
The St. Regis Residences,https://www.srresidencesboston.com/,St. Regis,"Overlooking Boston Harbor, these waterfront residences redefine luxury with breathtaking views.","This luxurious residence boasts stunning waterfront views, personalized concierge services, and direct access to Boston's vibrant cultural scene.",1800000,10000000,Boston,United States,"Boston  
150 Seaport Blvd,  
Boston, MA 02210,  
United States"
The Residences at The St. Regis,https://www.stregisklresidences.com/,St. Regis,Discover unparalleled luxury with breathtaking skyline views from your private oasis.,"Offering breathtaking skyline views and luxurious amenities, this residence features private rooftop gardens and unparalleled access to vibrant city life.",1800000,18000000,Kuala Lumpur,Malaysia,"6 Jalan St. Regis, 50450 Kuala Lumpur, Malaysia."
The Residences at The St. Regis,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,St. Regis,Luxurious living harmonizes with stunning city skyline views in an architectural masterpiece.,"Offering breathtaking views of the city skyline and the nearby river, this residence features unparalleled luxury amenities and personalized services.",500000,.5000000.,Astana,Kazakhstan,"Astana, Kazakhstan, is located at:  
Saryarka Avenue 3,  
Astana, Kazakhstan."
The Residences at The St. Regis,https://www.88westpacesferry.com/,St. Regis,Elevated living meets timeless elegance with private sky pools and panoramic views.,"Offering breathtaking skyline views and unparalleled access to luxury amenities, this residence redefines sophisticated urban living in Atlanta.",1700000,5500000,Atlanta,United States,"88 West Paces Ferry Road NW, Atlanta, GA 30305, United States."
The Residences at The St. Regis,https://eaglehillsjordan.com/the-residences-at-the-st-regis-amman/,St. Regis,Elevate your lifestyle with unparalleled luxury and panoramic city views.,"The Residences in Amman boast breathtaking panoramic views of the city and the surrounding hills, complemented by unparalleled luxury amenities and personalized services.",500000,5000000,Amman,Jordan,"Amman, Jordan."
The Residences at The St. Regis Bahia Beach Resort,https://www.bahiabeachpuertorico.com/residences,St. Regis,Discover breathtaking oceanfront living amidst lush tropical landscapes and world-class amenities.,"Offering breathtaking ocean views and direct access to a private beach, these residences feature luxurious amenities and unparalleled tranquility.",1500000,7900000,Río Grande,Puerto Rico,"The Residences at The St. Regis Bahia Beach Resort  
State Road 187, Km 4.2  
Río Grande, PR 00745  
Puerto Rico"
